1.414213560589977936e+00,1.365620834649706294e+00,1.318163427739261540e+00,1.271854032204926765e+00,1.226533303618094539e+00,1.182014447000339530e+00,1.138233400078792146e+00,1.095228542541499150e+00,1.051967505437367389e+00,1.007334742327497201e+00,9.598094408998009142e-01,9.075955644118930410e-01,8.489658011552907446e-01,7.824338769649445968e-01,7.002466308667038009e-01,6.039459162328557618e-01,4.958957304818436551e-01,3.789758255252690944e-01,2.558988595590044324e-01,1.286886615676821333e-01,1.666415268451966166e-09,1.153155031684598900e-08,1.480844158994110768e-08,1.849674769297976854e-08,2.240294404197259765e-08,2.409733045086692592e-08,2.340181350689651428e-08,2.067325751634196903e-08,1.609594904182548204e-08,1.057380415456044576e-08,4.917014896884674106e-09,1.562570222945807979e-09,1.539295628789856914e-09,1.423274216083249309e-09,1.264982372925887670e-09,1.076068174382256167e-09,8.150860172022723827e-10,4.388988031440282035e-08,1.492261496757212154e-08,3.278812534529952543e-09,3.484847077573311235e-09
1.365620834654416971e+00,1.343502881141507510e+00,1.294804929445364738e+00,1.247605049308040615e+00,1.201558235432739430e+00,1.156477882171122795e+00,1.112371911689231663e+00,1.068992517505571893e+00,1.025937203778462647e+00,9.822654564305227654e-01,9.366165694496734195e-01,8.871637699303845936e-01,8.316990897164796559e-01,7.681316316051672866e-01,6.945692243528535093e-01,6.018581833810073833e-01,4.959761433696687205e-01,3.799348795738979878e-01,2.570117201180178168e-01,1.294371238971766536e-01,2.522768346390074057e-09,1.837070499166709521e-09,1.392521933511393385e-08,1.410475147490275600e-08,1.749649493088503205e-08,1.962584564323203911e-08,1.855068465666269305e-08,1.575945527412747482e-08,1.167745527000987255e-08,7.093847264909124676e-09,2.764771755633715701e-09,1.387351960582039244e-09,1.360740369930884295e-09,1.273041480756307112e-09,1.147063455817258739e-09,9.759885401869481613e-10,7.337176705488122995e-10,4.148380163396711212e-08,9.612870929336663521e-09,3.503573320352132062e-09,3.278813098685755103e-09
1.318163427836256396e+00,1.294804929456880638e+00,1.272792201445705373e+00,1.223956498583863794e+00,1.177000915905222156e+00,1.131213422309844008e+00,1.086539177918117050e+00,1.042765207893797008e+00,9.995338477958565226e-01,9.563158431977986096e-01,9.120172442333038809e-01,8.649428640215861552e-01,8.127867254183812618e-01,7.528637840789582647e-01,6.830878966688649356e-01,5.987295069382965185e-01,4.956300528513633008e-01,3.806966819078347330e-01,2.579981378055847818e-01,1.299909976676360268e-01,3.303040086981335864e-09,2.283286185868876456e-09,1.548874393895019798e-08,1.418401284451105754e-08,1.253831933071421741e-08,1.408466350008829855e-08,1.364686144460184518e-08,1.097154872370890448e-08,7.503790052769264011e-09,3.935905747093006291e-09,1.180128882854888269e-09,1.208534218656156942e-09,1.177952896899124199e-09,1.103917407365421364e-09,9.870550917853886480e-10,8.118072702361830709e-10,5.646193779053022961e-10,2.660193578405012968e-08,3.624040734174213906e-09,9.612870831330081084e-09,1.492261604484554798e-08
1.271854032098393539e+00,1.247605049290514634e+00,1.223956498607060128e+00,1.202081520445762219e+00,1.153086667788662423e+00,1.106369668363232250e+00,1.060915017863321541e+00,1.016550115008375110e+00,9.730169929597006773e-01,9.298493942189417494e-01,8.863163401710336675e-01,8.410798530103357207e-01,7.919517948443232092e-01,7.359544062753867744e-01,6.701113312413349288e-01,5.928841071123773787e-01,4.947607841768022485e-01,3.812469631086106148e-01,2.589013400018632116e-01,1.304598746303056445e-01,3.966218949131932735e-09,2.417064040073834691e-09,3.477153015168072204e-08,1.686600843499911317e-08,1.324695452322774097e-08,8.883836960288517604e-09,8.600805728514933697e-09,6.628467427524927843e-09,3.908426996921155789e-09,1.441881574954841185e-09,1.029854944274326153e-09,1.036156913030464429e-09,1.001641790278436830e-09,9.252387661748208231e-10,7.943540614945504930e-10,5.938760963340265339e-10,3.230213564834075649e-08,3.569226136870981978e-09,2.660193923321150282e-08,4.148381257771112796e-08,4.388988331446132944e-08
1.226533303528825503e+00,1.201558235432354627e+00,1.177000915896381450e+00,1.153086667774620766e+00,1.131370839133254202e+00,1.082198694904634939e+00,1.035723907829418700e+00,9.905605481352408592e-01,9.464768427309505627e-01,9.031304815497238625e-01,8.599176585197404465e-01,8.158569655096897799e-01,7.692148731558450248e-01,7.170445058977076291e-01,6.556187388783055736e-01,5.823183572424915910e-01,4.934804307224573972e-01,3.815367044477825931e-01,2.596858670872501107e-01,1.308916241859052754e-01,4.480561418991684413e-09,2.409738324088920399e-09,5.160391434822335341e-08,1.773943799297311878e-08,1.680968771710052419e-08,1.138387068905214353e-08,4.384399185401564616e-09,2.995072459243557264e-09,1.205127143706066963e-09,8.597089646017999708e-10,8.865393938814418265e-10,8.792990289840146623e-10,8.329161716866579270e-10,7.346483480895367635e-10,5.693039186517536874e-10,3.278770428728625273e-08,3.306911966483061710e-09,3.230214023022219051e-08,5.646204265356780656e-10,7.337187630141673459e-10,8.150874191322957155e-10
1.182014447027894377e+00,1.156477882182801231e+00,1.131213422349293118e+00,1.106369668375513315e+00,1.082198694927758442e+00,1.060660158078745807e+00,1.011296627317877173e+00,9.650540153861780768e-01,9.201634737448796120e-01,8.763293433570038538e-01,8.331014627271575712e-01,7.896992673110899696e-01,7.447960272827170991e-01,6.959880698750354755e-01,6.392431465895985765e-01,5.703852253215231372e-01,4.883136619239061282e-01,3.814998291236885719e-01,2.604146373639153467e-01,1.313161997975048068e-01,4.829742456463204530e-09,2.329013724275762380e-09,5.508933783794194386e-08,1.830500933926498200e-08,1.770587711421824085e-08,1.439332627791922091e-08,8.736816652379023755e-09,3.340936243090151187e-09,7.341591887294063109e-10,7.518839312169625148e-10,7.631296924038244914e-10,7.378461844236046824e-10,6.627758123791916875e-10,5.239858916979402388e-08,3.103927678695691661e-08,2.969075985073643528e-09,3.278771695854889553e-08,5.938761405890856591e-10,8.118080474193512859e-10,9.759894844146011151e-10,1.076068377578518100e-09
1.138233399956592340e+00,1.112371911460275253e+00,1.086539178016541429e+00,1.060915017936915339e+00,1.035723907840712110e+00,1.011296627316208507e+00,9.899494773125118163e-01,9.403889074996657493e-01,8.943709631501974844e-01,8.497356806856606326e-01,8.061132352421099823e-01,7.629159189138876584e-01,7.191226441916043211e-01,6.728664142050763131e-01,6.205971769401120719e-01,5.570214952424519250e-01,4.787084939454994137e-01,3.813335018988427971e-01,2.610835060641242822e-01,1.317539073125645888e-01,5.017622300307352396e-09,2.206417789860277816e-09,5.104237031920095840e-08,1.817708102289367987e-08,1.767523776566326043e-08,1.549159114626645601e-08,1.080738244576017401e-08,5.822871862500536166e-09,2.049132609885848848e-09,9.654114388222243470e-10,7.579890215358591893e-10,6.401934894424832562e-08,5.218738277083045407e-08,3.292950290466556973e-08,1.307345798284846236e-08,3.103928723896510022e-08,5.693041621043071648e-10,7.943547087006609137e-10,9.870551196215903851e-10,1.147063545925464910e-09,1.264983221733738492e-09
1.095228542522451276e+00,1.068992517478008830e+00,1.042765207903816993e+00,1.016550114901570767e+00,9.905605480798442830e-01,9.650540153971290946e-01,9.403889074994442598e-01,9.192387968662091291e-01,8.694924318366654692e-01,8.236851413264697497e-01,7.792880704862695795e-01,7.358299306322582112e-01,6.925472816828472933e-01,6.480488771626086164e-01,5.995096775312415138e-01,5.416429090041346983e-01,4.682894148235122733e-01,3.791987316330041602e-01,2.616393058774528768e-01,1.322175254537366618e-01,5.047338536729174183e-09,2.056921505528005050e-09,4.271091845032764532e-08,1.771020693521205549e-08,1.722283765398407585e-08,1.557518373747078825e-08,1.148924606520187172e-08,6.891629599025596944e-09,3.144448373686173453e-09,1.252340947142194518e-09,9.831044235019558628e-10,7.549024084357528605e-08,5.688449701762663450e-08,3.791350844384314005e-08,3.292953741583612054e-08,5.239861716000973024e-08,7.346489455014354358e-10,9.252399928078004402e-10,1.103917362581072629e-09,1.273043055544843440e-09,1.423274455953897322e-09
1.051967505296145244e+00,1.025937203864124569e+00,9.995338478225909151e-01,9.730169930499602549e-01,9.464768426064534834e-01,9.201634738468991159e-01,8.943709631596786780e-01,8.694924318363991267e-01,8.485281167726144158e-01,7.986173802460613258e-01,7.530069089202204857e-01,7.088292942080367531e-01,6.654756069222215187e-01,6.219411638182119617e-01,5.761746608018021298e-01,5.235973464588213888e-01,4.568196267369339925e-01,3.709917467062989194e-01,2.619262862466402164e-01,1.327179636145870700e-01,4.927868971682594994e-09,1.887316109318470067e-09,3.223953370908219969e-08,1.700172491352450787e-08,1.652346780362098514e-08,1.501972647093433771e-08,1.121562832070348695e-08,6.888159468743189470e-09,3.330639161967357238e-09,1.391070298594156430e-09,1.110527802092405277e-09,8.535983934141422692e-10,6.559915355364175442e-08,5.688453252495093144e-08,5.218743460376938160e-08,6.627771672266835065e-10,8.329166004463732380e-10,1.001642523599120876e-09,1.177952929722012797e-09,1.360740583178446360e-09,1.539296005534413412e-09
1.007334742631631697e+00,9.822654563068966560e-01,9.563158432165349554e-01,9.298493941420338249e-01,9.031304815822513987e-01,8.763293433384821141e-01,8.497356806600344648e-01,8.236851413194961058e-01,7.986173802461812299e-01,7.778174370746901989e-01,7.277722316091943533e-01,6.823477756261283611e-01,6.383672602701286891e-01,5.950411214373929614e-01,5.509691785482087045e-01,5.027483160430450404e-01,4.429900436177948708e-01,3.631068224049782689e-01,2.618400107844411906e-01,1.332378793738453471e-01,4.672316350711378146e-09,1.700195458687850241e-09,2.147184020097560062e-08,1.608132042667381504e-08,1.563267552143045226e-08,1.398023607214299643e-08,1.021687023848675820e-08,6.051683873049881926e-09,2.718122891054308660e-09,1.433923312166478263e-09,1.116095145416750638e-09,8.521906513792611482e-10,8.535987234499968489e-10,7.549029225689470031e-08,6.401939917688787944e-08,7.378474761686393346e-10,8.792994313180002207e-10,1.036157037112253457e-09,1.208534808827005040e-09,1.387352935414802660e-09,1.562568504929456560e-09
